Year,Zone,Sub Region,District,Division 1 - Boys,Division 1 - Girls,Division 1 - Total,Division 2 - Boys,Division 2 - Girls,Division 2 - Total,Division 3 - Boys,Division 3 - Girls,Division 3 - Total,Division 4 - Boys,Division 4 - Girls,Division 4 - Total,Division U - Boys,Division U - Girls,Division U - Total,Division X - Boys,Division X - Girls,Division X - Total,Registered - Boys,Registered - Girls,Registered - Total,Sat - Boys,Sat - Girls,Sat - Total,Passed - Boys,Passed - Girls,Passed - Total,Pass Rate - Boys,Pass Rate - Girls,Pass Rate - Total,Pass Division 1_2_3 Boys,Pass Division 1_2_3 Girls,Pass Division 1_2_3 Total,Pass Rate Division 1_2_3 Boys,Pass Rate Division 1_2_3 Girls,Pass Rate Division 1_2_3 Total,Pass Rate Division 1 Boys,Pass Rate Division 1 Girls,Pass Rate Division 1 Total,Failure Rate -  Boys,Failure Rate - Girls,Failure Rate - Total,Abseentism Rate - Boys,Abseentism Rate - Girls,Abseentism Rate - Total
2025,,,KIBOGA,155,121,276,813,1000,1813,311,402,713,134,204,338,98,138,236,37,35,72,1548,1900,3448,1511,1865,3376,1413,1727,3140,0.0,0.0,0.0,1279,1523,2802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KIBUKU,89,44,133,841,744,1585,703,763,1466,487,610,1097,330,411,741,19,34,53,2469,2606,5075,2450,2572,5022,2120,2161,4281,0.0,0.0,0.0,1633,1551,3184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Bunyoro,KIKUUBE,156,88,244,1055,894,1949,547,602,1149,260,365,625,262,354,616,60,73,133,2340,2376,4716,2280,2303,4583,2018,1949,3967,0.0,0.0,0.0,1758,1584,3342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KIRA_M_C,1249,1301,2550,1940,2442,4382,364,427,791,166,232,398,124,137,261,26,42,68,3869,4581,8450,3843,4539,8382,3719,4402,8121,0.0,0.0,0.0,3553,4170,7723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Ankole,KIRUHURA,308,284,592,1126,1218,2344,115,171,286,35,42,77,4,18,22,14,23,37,1602,1756,3358,1588,1733,3321,1584,1715,3299,0.0,0.0,0.0,1549,1673,3222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KIRYANDONGO,232,114,346,1479,1024,2503,756,787,1543,291,299,590,255,378,633,19,22,41,3032,2624,5656,3013,2602,5615,2758,2224,4982,0.0,0.0,0.0,2467,1925,4392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KISORO_M_C,166,182,348,225,372,597,16,31,47,4,10,14,0,0,0,3,6,9,414,601,1015,411,595,1006,411,595,1006,0.0,0.0,0.0,407,585,992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KISORO,180,145,325,943,1201,2144,497,699,1196,321,560,881,247,476,723,40,40,80,2228,3121,5349,2188,3081,5269,1941,2605,4546,0.0,0.0,0.0,1620,2045,3665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KITAGWENDA,151,186,337,774,909,1683,261,318,579,93,106,199,32,55,87,26,15,41,1337,1589,2926,1311,1574,2885,1279,1519,2798,0.0,0.0,0.0,1186,1413,2599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Acholi,KITGUM_M_C,119,105,224,349,324,673,35,64,99,12,16,28,16,14,30,3,0,3,534,523,1057,531,523,1054,515,509,1024,0.0,0.0,0.0,503,493,996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Acholi,KITGUM,20,11,31,401,251,652,460,391,851,290,237,527,379,452,831,18,29,47,1568,1371,2939,1550,1342,2892,1171,890,2061,0.0,0.0,0.0,881,653,1534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,West Nile,KOBOKO_M_C,66,32,98,436,318,754,238,310,548,78,121,199,103,129,232,5,13,18,926,923,1849,921,910,1831,818,781,1599,0.0,0.0,0.0,740,660,1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,West Nile,KOBOKO,7,3,10,379,195,574,442,341,783,219,154,373,194,262,456,44,38,82,1285,993,2278,1241,955,2196,1047,693,1740,0.0,0.0,0.0,828,539,1367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KOLE,85,30,115,751,583,1334,438,455,893,236,252,488,283,352,635,5,19,24,1798,1691,3489,1793,1672,3465,1510,1320,2830,0.0,0.0,0.0,1274,1068,2342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Karamoja,KOTIDO_M_C,27,26,53,151,131,282,31,42,73,11,14,25,0,3,3,3,1,4,223,217,440,220,216,436,220,213,433,0.0,0.0,0.0,209,199,408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Karamoja,KOTIDO,11,0,11,128,47,175,63,54,117,18,15,33,13,20,33,4,1,5,237,137,374,233,136,369,220,116,336,0.0,0.0,0.0,202,101,303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KUMI_M_C,135,119,254,269,316,585,57,77,134,22,34,56,25,50,75,1,2,3,509,598,1107,508,596,1104,483,546,1029,0.0,0.0,0.0,461,512,973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KUMI,113,63,176,1061,1207,2268,634,697,1331,270,360,630,220,279,499,7,10,17,2305,2616,4921,2298,2606,4904,2078,2327,4405,0.0,0.0,0.0,1808,1967,3775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KWANIA,83,31,114,668,570,1238,252,296,548,120,132,252,132,148,280,6,11,17,1261,1188,2449,1255,1177,2432,1123,1029,2152,0.0,0.0,0.0,1003,897,1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KWEEN,32,32,64,460,441,901,303,345,648,146,250,396,123,239,362,2,4,6,1066,1311,2377,1064,1307,2371,941,1068,2009,0.0,0.0,0.0,795,818,1613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KYANKWANZI,362,364,726,1195,1393,2588,269,302,571,103,139,242,31,35,66,37,37,74,1997,2270,4267,1960,2233,4193,1929,2198,4127,0.0,0.0,0.0,1826,2059,3885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KYEGEGWA,201,139,340,1543,1607,3150,612,742,1354,314,391,705,202,314,516,40,42,82,2912,3235,6147,2872,3193,6065,2670,2879,5549,0.0,0.0,0.0,2356,2488,4844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KYENJOJO,118,100,218,1372,1381,2753,950,1008,1958,663,779,1442,897,1137,2034,33,38,71,4033,4443,8476,4000,4405,8405,3103,3268,6371,0.0,0.0,0.0,2440,2489,4929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,KYOTERA,670,575,1245,1809,2230,4039,409,484,893,176,182,358,60,77,137,75,61,136,3199,3609,6808,3124,3548,6672,3064,3471,6535,0.0,0.0,0.0,2888,3289,6177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Acholi,LAMWO,18,10,28,626,313,939,556,448,1004,294,226,520,279,327,606,27,18,45,1800,1342,3142,1773,1324,3097,1494,997,2491,0.0,0.0,0.0,1200,771,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,LIRA_M_C,580,464,1044,1359,1502,2861,281,422,703,100,191,291,203,138,341,30,27,57,2553,2744,5297,2523,2717,5240,2320,2579,4899,0.0,0.0,0.0,2220,2388,4608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,LIRA,56,18,74,691,555,1246,367,399,766,183,192,375,256,318,574,9,18,27,1562,1500,3062,1553,1482,3035,1297,1164,2461,0.0,0.0,0.0,1114,972,2086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,LUGAZI_M_C,244,216,460,777,947,1724,265,333,598,133,187,320,141,165,306,35,26,61,1595,1874,3469,1560,1848,3408,1419,1683,3102,0.0,0.0,0.0,1286,1496,2782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Busoga,LUUKA,82,92,174,992,1220,2212,735,971,1706,431,575,1006,356,452,808,37,46,83,2633,3356,5989,2596,3310,5906,2240,2858,5098,0.0,0.0,0.0,1809,2283,4092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,LUWERO,988,1001,1989,4275,5077,9352,1229,1548,2777,578,754,1332,484,505,989,152,129,281,7706,9014,16720,7554,8885,16439,7070,8380,15450,0.0,0.0,0.0,6492,7626,14118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,LWENGO,464,452,916,1728,2198,3926,596,853,1449,277,384,661,186,278,464,73,69,142,3324,4234,7558,3251,4165,7416,3065,3887,6952,0.0,0.0,0.0,2788,3503,6291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,LYANTONDE,146,173,319,599,717,1316,166,229,395,42,88,130,14,17,31,21,20,41,988,1244,2232,967,1224,2191,953,1207,2160,0.0,0.0,0.0,911,1119,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,West Nile,MADI_OKOLLO,1,0,1,240,65,305,432,213,645,175,99,274,277,229,506,31,29,60,1156,635,1791,1125,606,1731,848,377,1225,0.0,0.0,0.0,673,278,951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,MAKINDYE,1257,1271,2528,2884,3191,6075,515,635,1150,273,374,647,202,196,398,34,59,93,5165,5726,10891,5131,5667,10798,4929,5471,10400,0.0,0.0,0.0,4656,5097,9753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,SSABAGABO,0,0,0,0,0,0,381,635,1016,273,322,595,383,467,850,17,19,36,1054,1443,2497,1037,1424,2461,654,957,1611,0.0,0.0,0.0,381,635,1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,MANAFWA,56,33,89,465,483,948,381,529,910,213,322,535,383,467,850,17,36,53,1515,1870,3385,1498,1834,3332,1115,1367,2482,0.0,0.0,0.0,902,1045,1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,West Nile,MARACHA,38,9,47,604,299,903,480,362,842,221,226,447,150,128,278,33,18,51,1526,1042,2568,1493,1024,2517,1343,896,2239,0.0,0.0,0.0,1122,670,1792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,MASAKA_CITY,1207,1062,2269,1703,2179,3882,349,425,774,162,216,378,111,143,254,40,40,80,3572,4065,7637,3532,4025,7557,3421,3882,7303,0.0,0.0,0.0,3259,3666,6925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,MASAKA,152,177,329,692,908,1600,169,229,398,114,131,245,51,47,98,31,23,54,1209,1515,2724,1178,1492,2670,1127,1445,2572,0.0,0.0,0.0,1013,1314,2327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Bunyoro,MASINDI_M_C,176,138,314,647,700,1347,139,226,365,42,88,130,30,45,75,4,9,13,1038,1206,2244,1034,1197,2231,1004,1152,2156,0.0,0.0,0.0,962,1064,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Bunyoro,MASINDI,104,52,156,849,829,1678,341,432,773,139,187,326,151,198,349,11,13,24,1595,1711,3306,1584,1698,3282,1433,1500,2933,0.0,0.0,0.0,1294,1313,2607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Busoga,MAYUGE,263,212,475,2170,2327,4497,1371,1638,3009,802,1007,1809,621,760,1381,84,113,197,5311,6057,11368,5227,5944,11171,4606,5184,9790,0.0,0.0,0.0,3804,4177,7981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,MBALE_M_C,431,353,784,1499,1750,3249,604,858,1462,326,549,875,457,488,945,30,36,66,3347,4034,7381,3317,3998,7315,2860,3510,6370,0.0,0.0,0.0,2534,2961,5495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,MBALE,120,121,241,910,1039,1949,700,885,1585,284,435,719,372,446,818,19,39,58,2405,2965,5370,2386,2926,5312,2014,2480,4494,0.0,0.0,0.0,1730,2045,3775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Ankole,MBARARA_M_C,1241,1057,2298,1515,1795,3310,163,216,379,59,67,126,37,38,75,33,31,64,3048,3204,6252,3015,3173,6188,2978,3135,6113,0.0,0.0,0.0,2919,3068,5987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Ankole,MBARARA,526,525,1051,960,1216,2176,77,108,185,21,33,54,9,10,19,17,15,32,1610,1907,3517,1593,1892,3485,1584,1882,3466,0.0,0.0,0.0,1563,1849,3412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Ankole,MITOOMA,332,354,686,1281,1546,2827,340,413,753,160,167,327,99,104,203,24,28,52,2236,2612,4848,2212,2584,4796,2113,2480,4593,0.0,0.0,0.0,1953,2313,4266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,MITIYANA_M_C,230,162,392,892,1051,1943,319,377,696,143,210,353,219,213,432,34,28,62,1837,2041,3878,1803,2013,3816,1584,1800,3384,0.0,0.0,0.0,1441,1590,3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,MITIYANA,464,511,975,1794,2109,3903,528,682,1210,269,333,602,249,344,593,84,97,181,3388,4076,7464,3304,3979,7283,3055,3635,6690,0.0,0.0,0.0,2786,3302,6088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Karamoja,MOROTO_M_C,19,10,29,59,78,137,17,23,40,8,1,9,9,9,18,8,4,12,120,125,245,112,121,233,103,112,215,0.0,0.0,0.0,95,111,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Karamoja,MOROTO,29,13,42,386,381,767,40,44,84,17,17,34,4,3,7,7,4,11,483,462,945,476,458,934,472,455,927,0.0,0.0,0.0,455,438,893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,MOYO,19,16,35,247,211,458,330,292,622,173,201,374,144,178,322,3,4,7,916,902,1818,913,898,1811,769,720,1489,0.0,0.0,0.0,596,519,1115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,MPIGI,738,660,1398,3040,3603,6643,633,793,1426,288,362,650,184,215,399,92,68,160,4975,5701,10676,4883,5633,10516,4699,5418,10117,0.0,0.0,0.0,4411,5056,9467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,MUBENDE_M_C,175,124,299,521,595,1116,170,236,406,102,126,228,100,113,213,15,12,27,1083,1206,2289,1068,1194,2262,968,1081,2049,0.0,0.0,0.0,866,955,1821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,MUBENDE,192,123,315,1536,1828,3364,573,760,1333,280,343,623,175,235,410,52,62,114,2808,3351,6159,2756,3289,6045,2581,3054,5635,0.0,0.0,0.0,2301,2711,5012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,MUKONO_M_C,1379,1164,2543,1821,2194,4015,305,400,705,132,175,307,99,105,204,25,32,57,3761,4070,7831,3736,4038,7774,3637,3933,7570,0.0,0.0,0.0,3505,3758,7263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,MUKONO,1231,1494,2725,3898,4721,8619,1208,1512,2720,508,795,1303,449,600,1049,137,131,268,7431,9253,16684,7294,9122,16416,6845,8522,15367,0.0,0.0,0.0,6337,7727,14064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Karamoja,NABILATUK,13,0,13,72,195,267,65,65,130,18,30,48,9,20,29,7,2,9,184,312,496,177,310,487,168,290,458,0.0,0.0,0.0,150,260,410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Karamoja,NAPAKIRIPIRIT,10,0,10,120,85,205,83,58,141,25,30,55,35,27,62,3,2,5,276,202,478,273,200,473,238,173,411,0.0,0.0,0.0,213,143,356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,NAKASEKE,334,324,658,1707,2112,3819,431,490,921,169,215,384,85,139,224,48,52,100,2774,3332,6106,2726,3280,6006,2641,3141,5782,0.0,0.0,0.0,2472,2926,5398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,NAKASONGOLA,148,152,300,861,1001,1862,444,581,1025,225,317,542,266,361,627,49,66,115,1993,2478,4471,1944,2412,4356,1678,2051,3729,0.0,0.0,0.0,1453,1734,3187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Busoga,NAMAYINGO,183,155,338,1222,1116,2338,540,527,1067,254,266,520,94,100,194,6,12,18,2299,2176,4475,2293,2164,4457,2199,2064,4263,0.0,0.0,0.0,1945,1798,3743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,NAMISINDWA,85,50,135,690,734,1424,666,742,1408,344,487,831,449,619,1068,24,41,65,2258,2673,4931,2234,2632,4866,1785,2013,3798,0.0,0.0,0.0,1441,1526,2967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Busoga,NAMUTUMBA,160,164,324,1385,1677,3062,759,884,1643,290,365,655,182,199,381,10,13,23,2786,3302,6088,2776,3289,6065,2594,3090,5684,0.0,0.0,0.0,2304,2725,5029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,NANSANA_M_C,1154,983,2137,3805,4497,8302,896,1158,2054,358,500,858,350,367,717,85,77,162,6648,7582,14230,6563,7505,14068,6213,7138,13351,0.0,0.0,0.0,5855,6638,12493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Karamoja,NAPAK,17,10,27,259,258,517,117,122,239,22,29,51,35,36,71,6,5,11,456,460,916,450,455,905,415,419,834,0.0,0.0,0.0,393,390,783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,West Nile,NEBBI_M_C,18,26,44,168,128,296,124,115,239,40,47,87,34,32,66,5,12,17,389,360,749,384,348,732,350,316,666,0.0,0.0,0.0,310,269,579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,West Nile,NEBBI,20,4,24,529,245,774,624,346,970,214,142,356,161,140,301,12,11,23,1560,888,2448,1548,877,2425,1387,737,2124,0.0,0.0,0.0,1173,595,1768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,NGORA,68,41,109,651,636,1287,502,550,1052,274,353,627,334,426,760,8,8,16,1837,2014,3851,1829,2006,3835,1495,1580,3075,0.0,0.0,0.0,1221,1227,2448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,NJERU_M_C,316,327,643,1048,1245,2293,361,438,799,192,267,459,253,272,525,24,27,51,2194,2576,4770,2170,2549,4719,1917,2277,4194,0.0,0.0,0.0,1725,2010,3735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,NTOROKO,63,54,117,545,557,1102,86,82,168,21,21,42,7,6,13,15,21,36,737,741,1478,722,720,1442,715,714,1429,0.0,0.0,0.0,694,693,1387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Ankole,NTUNGAMO_M_C,154,150,304,146,182,328,5,2,7,0,0,0,0,0,0,0,0,0,305,334,639,305,334,639,305,334,639,0.0,0.0,0.0,305,334,639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Ankole,NTUNGAMO,902,815,1717,2945,3510,6455,852,1140,1992,409,591,1000,309,436,745,64,59,123,5481,6551,12032,5417,6492,11909,5108,6056,11164,0.0,0.0,0.0,4699,5465,10164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Acholi,NWOYA,54,52,106,511,280,791,392,442,834,174,187,361,127,226,353,20,20,40,1278,1207,2485,1258,1187,2445,1131,961,2092,0.0,0.0,0.0,957,774,1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,West Nile,OBONGI,2,0,2,304,397,701,473,375,848,246,206,452,235,365,600,11,5,16,1271,1348,2619,1260,1343,2603,1025,978,2003,0.0,0.0,0.0,779,772,1551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Acholi,OMORO,83,43,126,728,456,1184,313,476,789,223,208,431,227,342,569,12,17,29,1586,1542,3128,1574,1525,3099,1347,1183,2530,0.0,0.0,0.0,1124,975,2099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,OTUKE,21,7,28,405,332,737,167,134,301,96,114,210,120,156,276,18,13,31,827,756,1583,809,743,1552,689,587,1276,0.0,0.0,0.0,593,473,1066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,OYAM,116,55,171,1065,728,1793,827,722,1549,434,403,837,573,709,1282,34,37,71,3049,2654,5703,3015,2617,5632,2442,1908,4350,0.0,0.0,0.0,2008,1505,3513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Acholi,PADER,52,43,95,793,554,1347,512,410,922,239,246,485,256,350,606,26,24,50,1878,1627,3505,1852,1603,3455,1596,1253,2849,0.0,0.0,0.0,1357,1007,2364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,West Nile,PAKWACH,27,11,38,648,308,956,462,326,788,156,162,318,155,158,313,17,11,28,1465,976,2441,1448,965,2413,1293,807,2100,0.0,0.0,0.0,1137,645,1782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,PALLISA,69,29,98,995,787,1782,949,941,1890,488,651,1139,576,709,1285,19,27,46,3096,3144,6240,3077,3117,6194,2501,2408,4909,0.0,0.0,0.0,2013,1757,3770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,RAKAI,350,342,692,1598,2078,3676,293,416,709,105,165,270,53,58,111,50,67,117,2449,3126,5575,2399,3059,5458,2346,3001,5347,0.0,0.0,0.0,2241,2836,5077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,RUBANDA,134,136,270,716,981,1697,306,542,848,163,312,475,82,182,264,27,47,74,1428,2200,3628,1401,2153,3554,1319,1971,3290,0.0,0.0,0.0,1156,1659,2815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Ankole,RUBIRIZI,420,425,845,822,975,1797,57,68,125,25,31,56,7,14,21,15,11,26,1346,1524,2870,1331,1513,2844,1324,1499,2823,0.0,0.0,0.0,1299,1468,2767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,RUKIGA,93,107,200,541,653,1194,207,291,498,118,175,293,55,84,139,13,11,24,1027,1321,2348,1014,1310,2324,959,1226,2185,0.0,0.0,0.0,841,1051,1892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,RUKUNGIRI_M_C,213,183,396,281,364,645,47,60,107,9,13,22,0,1,1,0,0,0,550,621,1171,550,621,1171,550,620,1170,0.0,0.0,0.0,541,607,1148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,RUKUNGIRI,376,283,659,1536,1817,3353,660,872,1532,270,423,693,126,171,297,52,34,86,3020,3600,6620,2968,3566,6534,2842,3395,6237,0.0,0.0,0.0,2572,2972,5544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Ankole,RWAMPARA,274,286,560,792,1045,1837,96,164,260,55,73,128,11,28,39,39,22,61,1267,1618,2885,1228,1596,2824,1217,1568,2785,0.0,0.0,0.0,1162,1495,2657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,SERERE,72,54,126,977,1006,1983,869,999,1868,435,577,1012,552,649,1201,17,31,48,2922,3316,6238,2905,3285,6190,2353,2636,4989,0.0,0.0,0.0,1918,2059,3977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Ankole,SHEEMA_M_C,361,266,627,632,718,1350,91,116,207,37,56,93,32,21,53,15,19,34,1168,1196,2364,1153,1177,2330,1121,1156,2277,0.0,0.0,0.0,1084,1100,2184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,Ankole,SHEEMA,604,648,1252,950,1269,2219,157,195,352,58,85,143,32,38,70,16,16,32,1817,2251,4068,1801,2235,4036,1769,2197,3966,0.0,0.0,0.0,1711,2112,3823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,SIRONKO,80,45,125,779,848,1627,721,901,1622,426,575,1001,444,722,1166,37,54,91,2487,3145,5632,2450,3091,5541,2006,2369,4375,0.0,0.0,0.0,1580,1794,3374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
